facility_id,facility_name,cehrt_id,meets_criteria_for_promoting_interoperability_of_ehrs
240057,ABBOTT NORTHWESTERN HOSPITAL,0015CUE5T17SNJ9,Y
240064,GRAND ITASCA CLINIC AND HOSPITAL,0015CHL24QZ8GAF,Y
240066,LAKEVIEW MEMORIAL HOSPITAL,0015CWW3R9FPD02,Y
240069,OWATONNA HOSPITAL,0015CUE5T17SNJ9,Y
240071,ALLINA HEALTH FARIBAULT MEDICAL CENTER,0015CUE5T17SNJ9,Y
240075,ESSENTIA HEALTH ST JOSEPH'S MEDICAL CENTER,0015CRT7Y4XJX42,Y
240076,BUFFALO HOSPITAL,0015CUE5T17SNJ9,Y
240078,M HEALTH FAIRVIEW SOUTHDALE HOSPITAL,0015CHL24QZ8GAF,Y
240080,M HEALTH FAIRVIEW UNIVERSITY OF MN,0015CHL24QZ8GAF,Y
240084,ESSENTIA HEALTH VIRGINIA,0015CRT7Y4XJX42,Y
240088,CENTRACARE- RICE MEMORIAL HOSPITAL,0015C5VF29ZXZ3P,Y
240093,MAYO CLINIC HEALTH SYSTEM - MANKATO,0015CVV17E9ZY7H,Y
240100,SANFORD BEMIDJI MEDICAL CENTER,0015CHL24QZ8GAF,Y
240101,ESSENTIA HEALTH ST MARYS - DETROIT LAKES,0015CRT7Y4XJX42,Y
240104,ST FRANCIS REGIONAL MEDICAL CENTER,0015CUE5T17SNJ9,Y
240106,REGIONS HOSPITAL,0015CWW3R9FPD02,Y
240115,MERCY HOSPITAL,0015CUE5T17SNJ9,Y
240141,FAIRVIEW NORTHLAND REGIONAL HOSPITAL,0015CHL24QZ8GAF,Y
240166,MAYO CLINIC HEALTH SYSTEM - FAIRMONT,0015CVV17E9ZY7H,Y
240187,HUTCHINSON HEALTH,0015CWW3R9FPD02,Y
240206,RED LAKE HOSPITAL,0015CWD0UCD0JJL,No
240207,M HEALTH FAIRVIEW RIDGES HOSPITAL,0015CHL24QZ8GAF,Y
240210,M HEALTH FAIRVIEW ST JOHN'S HOSPITAL,0015CHL24QZ8GAF,Y
240213,M HEALTH FAIRVIEW WOODWINDS HOSPITAL,0015CHL24QZ8GAF,Y
240214,MAPLE GROVE HOSPITAL,0015CRT7Y4XJX42,Y
241301,LAKEWOOD HEALTH CENTER,0015C4RL6KTR75G,Y
241302,SANFORD WESTBROOK MEDICAL CENTER,0015CHL24QZ8GAF,Y
241303,SANFORD TRACY MEDICAL CENTER,0015CHL24QZ8GAF,Y
241304,SANFORD WHEATON MEDICAL CENTER,0015CHL24QZ8GAF,Y
241305,RIVERWOOD HEALTHCARE CENTER,0015CUE5T17SNJ9,Y
241306,OLIVIA HOSPITAL & CLINIC,0015CWW3R9FPD02,Y
241308,LAKE VIEW MEMORIAL HOSPITAL,0015C7EC470VKK7,Y
241309,ESSENTIA HEALTH SANDSTONE,0015CRT7Y4XJX42,Y
241311,RIDGEVIEW SIBLEY MEDICAL CENTER,0015CRT7Y4XJX42,Y
241312,COOK HOSPITAL,0015CWT07VP3BCF,Y
241313,ESSENTIA HEALTH ADA,0015CRT7Y4XJX42,Y
241314,JOHNSON MEMORIAL HOSPITAL,0015CF9MEL05MFR,Y
241315,SANFORD JACKSON MEDICAL CENTER,0015CHL24QZ8GAF,Y
241316,BIGFORK VALLEY HOSPITAL,0015CE283Y1MF9K,Y
241317,NORTH SHORE HEALTH,0015C78BJ5NTJ4D,Y
241318,ELY - BLOOMENSON COMMUNITY HOSPITAL,,No
241319,MURRAY COUNTY MEMORIAL HOSPITAL,0015CHL24QZ8GAF,No
241320,RIVERVIEW HOSPITAL,0015CHL24QZ8GAF,Y
241321,ESSENTIA HEALTH HOLY TRINITY HOSPITAL,0015CRT7Y4XJX42,Y
241322,RAINY LAKE MEDICAL CENTER,0015CHL24QZ8GAF,Y
241323,MADELIA HEALTH,,No
241325,CHIPPEWA COUNTY HOSPITAL,0015C24D6HD4Y5V,Y
241326,CENTRACARE HEALTH SYSTEM - LONG PRAIRIE,0015C5VF29ZXZ3P,Y
241327,SLEEPY EYE MEDICAL CENTER,0015CA62SU22ES3,Y
241328,SANFORD BAGLEY MEDICAL CENTER,0015CHL24QZ8GAF,Y
241329,LAKEWOOD HEALTH SYSTEM,0015CNE4K2S4QA9,Y
241330,CENTRACARE HEALTH SYSTEM - MELROSE HOSPITAL,0015C5VF29ZXZ3P,Y
241332,WINDOM AREA HEALTH,0015CHL24QZ8GAF,Y
241333,MAYO CLINIC HEALTH SYSTEM ST. JAMES,0015CVV17E9ZY7H,Y
241334,RIVER'S EDGE HOSPITAL & CLINIC,0015CUE5T17SNJ9,Y
241335,ST ELIZABETH MEDICAL CENTER,0015CUU3SZK16E8,Y
241336,KITTSON HEALTHCARE,0015CHL24QZ8GAF,Y
241337,NORTH VALLEY HEALTH CENTER,0015CD44ZFB3ZJS,Y
241338,MAYO CLINIC HEALTH SYSTEM - LAKE CITY,0015CVV17E9ZY7H,Y
241339,HENDRICKS COMMUNITY HOSPITAL,0015CJ1HAB8N8YU,Y
241340,ESSENTIA HEALTH NORTHERN PINES MEDICAL CENTER,0015CRT7Y4XJX42,Y
241341,APPLETON AREA HEALTH,0015CTH9PJ00BP3,Y
241342,ORTONVILLE AREA HEALTH SERVICES,0015CHL24QZ8GAF,Y
241343,AVERA GRANITE FALLS,0015CJ1HAB8N8YU,Y
241344,LIFECARE MEDICAL CENTER,0015CD44ZFB3ZJS,Y
241345,MAYO CLINIC HEALTH SYSTEM - WASECA,0015CVV17E9ZY7H,Y
241346,MAYO CLINIC HEALTH SYSTEM - CANNON FALLS,0015CVV17E9ZY7H,Y
241347,SANFORD CANBY MEDICAL CENTER,0015CHL24QZ8GAF,Y
241348,AVERA TYLER HOSPITAL,0015CJ1HAB8N8YU,Y
241349,CENTRACARE HEALTH PAYNESVILLE HOSPITAL,0015C5VF29ZXZ3P,Y
241350,ESSENTIA HEALTH MOOSE LAKE,0015CRT7Y4XJX42,Y
241351,CENTRACARE - REDWOOD,0015C5VF29ZXZ3P,Y
241353,CUYUNA REGIONAL MEDICAL CENTER,0015CUE5T17SNJ9,Y
241354,ASTERA HEALTH,0015CPP9UWM5S57,Y
241355,GLENCOE REGIONAL HEALTH,0015CUE5T17SNJ9,Y
241356,MILLE LACS HEALTH SYSTEM,0015CE4ZAou9SDJ,Y
241357,ESSENTIA HEALTH FOSSTON,0015CRT7Y4XJX42,Y
241358,CASS LAKE INDIAN HEALTH SERVICES HOSPITAL,0015CWD0UCD0JJL,Y
241359,AVERA MARSHALL REGIONAL MEDICAL CTR,0015CJ1HAB8N8YU,Y
241360,ESSENTIA HEALTH DEER RIVER,0015CRT7Y4XJX42,Y
241361,MAYO CLINIC HEALTH SYSTEM NEW PRAGUE,0015CVV17E9ZY7H,Y
241362,CENTRACARE HEALTH - MONTICELLO,0015C5VF29ZXZ3P,Y
241363,STEVENS COMMUNITY MEDICAL CENTER,0015CZX5HRM3R6T,No
241364,COMMUNITY MEMORIAL HOSPITAL,0015CE283Y1MF9K,Y
241365,CENTRACARE - BENSON,0015C5VF29ZXZ3P,Y
241366,MEEKER MEMORIAL HOSPITAL,0015C24D6HD4Y5V,Y
241367,WELIA HEALTH,0015CUE5T17SNJ9,Y
241368,CENTRACARE HEALTH SYSTEM - SAUK CENTRE,0015C5VF29ZXZ3P,Y
241369,UNITED HOSPITAL DISTRICT,0015CHL24QZ8GAF,Y
241370,ST GABRIELS HOSPITAL,0015CK882NAC5FS,Y
241371,SANFORD LUVERNE MEDICAL CENTER,0015CHL24QZ8GAF,Y
241372,MADISON HOSPITAL,0015CYK6PU0HZ5Z,Y
241373,PERHAM HEALTH,0015CHL24QZ8GAF,Y
241374,PIPESTONE COUNTY  MEDICAL CENTER,0015CJ1HAB8N8YU,Y
241375,MINNESOTA VALLEY HEALTH CENTER  INC,0015CRT7Y4XJX42,Y
241376,GLACIAL RIDGE HOSPITAL,0015CW40F8CZL04,Y
241377,ST FRANCIS MEDICAL CENTER,0015C4RL6KTR75G,Y
241378,NEW ULM MEDICAL CENTER,0015CUE5T17SNJ9,Y
241379,PRAIRIE RIDGE HOSPITAL AND HEALTH SERVICES,0015CHL24QZ8GAF,Y
241380,ST JOSEPHS AREA  HEALTH SERVICES,0015C4RL6KTR75G,Y
241381,SANFORD THIEF RIVER FALLS MEDICAL CENTER,0015CHL24QZ8GAF,Y
243300,GILLETTE CHILDRENS SPECIALTY HOSPITAL,,No
243302,CHILDREN'S HOSPITALS & CLINICS OF MN,,No
250001,UNIVERSITY OF MISSISSIPPI MED CENTER,0015CTG5AGX4QGH,Y
250002,TISHOMINGO HEALTH SERVICES INC,0015CRG0QJ69R7T,Y
250004,NORTH MISSISSIPPI MEDICAL CENTER,0015CRG0QJ69R7T,Y
250006,BAPTIST MEMORIAL HOSPITAL UNION COUNTY,0015C5HKP92HQ7U,Y
250007,MERIT HEALTH BILOXI,0015CSU4PE5PV37,Y
250009,MAGNOLIA REGIONAL HEALTH CENTER,0015CXL7W1YU7MZ,Y
250017,PROGRESSIVE HEALTH GROUP OF HOUSTON,,No
250018,JASPER GENERAL HOSPITAL,,No
250019,MEMORIAL HOSPITAL AT GULFPORT,0015C9KK3N49QA2,Y
250020,WEBSTER GENERAL HOSPITAL/ SWING BED,0015CRG0QJ69R7T,Y
250025,NORTH MISSISSIPPI MEDICAL CENTER-GILMORE AMORY,0015CRG0QJ69R7T,Y
250027,WINSTON MEDICAL CENTER,0015CNS1HZ6UJH3,Y
250031,MERIT HEALTH RIVER REGION,0015CPE9ARQ008M,Y
250034,BAPTIST MEMORIAL HOSPITAL NORTH MS,0015C5HKP92HQ7U,Y
250036,GEORGE REGIONAL HEALTH SYSTEM,0015CLW3TP556S4,Y
250038,MERIT HEALTH MADISON,0015C3GJM19MA37,Y
250040,SINGING RIVER HEALTH SYSTEM,0015CZD73Q1K55X,Y
250042,NORTHWEST MISSISSISSIPPI REGIONAL MEDICAL CENTER,,No
250043,NESHOBA COUNTY GENERAL HOSPITAL,0015C9SXP6BEN3Z,Y
250044,BAPTIST MEMORIAL HOSPITAL BOONEVILLE,0015C5HKP92HQ7U,Y
250048,ST DOMINIC-JACKSON MEMORIAL HOSPITAL,0015CVE0NUW5RTT,Y
250049,BEACHAM MEMORIAL HOSPITAL,0015CXZ21PB054A,No
250050,OCH REGIONAL MEDICAL CENTER,0015CQ482NTZ8GG,Y
250057,KING'S DAUGHTERS MEDICAL CENTER-BROOKHAVEN,0015C946ANU9N81,Y
250058,SOUTH CENTRAL REG MED CTR,0015CAM1MLV2KZK,Y
250061,YALOBUSHA GENERAL HOSPITAL,0015CQT7URF86HV,No
250067,CLAY COUNTY MEDICAL CORPORATION,0015CRG0QJ69R7T,Y
250069,OCHSNER RUSH HOSPITAL,0015CVZ8NZE0N5M,Y
250072,MERIT HEALTH CENTRAL,0015C3GJM19MA37,Y
250077,WAYNE GENERAL HOSPITAL,0015CM5XCP8CDD0,Y
250078,FORREST GENERAL HOSPITAL,0015CYT94LS81XV,Y
250081,ANDERSON REGIONAL MEDICAL CENTER SOUTH CAMPUS,,No
250082,DELTA HEALTH SYSTEM - THE MEDICAL CENTER,0015CAZ23YAH1DX,Y
250084,MERIT HEALTH NATCHEZ,0015CR8535UDY24,Y
250085,MARION GENERAL HOSPITAL,0015CYT94LS81XV,Y
250093,BOLIVAR MEDICAL CENTER,0015CSB0AXR5802,Y
250094,MERIT HEALTH WESLEY,0015CPE9ARQ008M,Y
250095,SOUTH SUNFLOWER COUNTY HOSPITAL,0015CW40F8CZL04,Y
250096,CROSSGATES RIVER OAKS HOSPITAL,0015CSU4PE5PV37,Y
250097,SOUTHWEST MS REGIONAL MEDICAL CENTER,,No
250099,GREENWOOD LEFLORE HOSPITAL,0015CRR1YR7RP21,Y
250100,BMH-GOLDEN TRIANGLE,0015C5HKP92HQ7U,Y
250102,MISSISSIPPI BAPTIST MEDICAL CENTER,0015C5HKP92HQ7U,Y
250104,ANDERSON REGIONAL MEDICAL CENTER,0015CBS7H6JUF5Y,Y
250117,HIGHLAND COMMUNITY  HOSPITAL,0015CYT94LS81XV,Y
250123,SINGING RIVER GULFPORT,0015CZG73Q1K55X,Y
250124,MAGEE GENERAL HOSPITAL,,No
250127,CHOCTAW HEALTH CENTER,,No
250134,WHITFIELD MEDICAL SURGICAL HOSPITAL,,No
250136,MERIT HEALTH WOMEN'S HOSPITAL,0015CSU4PE5PV37,Y
250138,MERIT HEALTH RIVER OAKS,0015CSU4PE5PV37,Y
250141,BAPTIST MEMORIAL HOSPITAL DESOTO,0015C5HKP92HQ7U,Y
250151,ALLIANCE HEALTH CENTER,,No
250152,MISSISSIPPI METHODIST REHAB CTR,,No
250162,OCHSNER MEDICAL CENTER-HANCOCK,0015CEA2XUM6B27,Y
250167,METHODIST HEALTHCARE - OLIVE BRANCH HOSPITAL,0015C54G7L54DLK,Y
250168,UNIVERSITY OF MISSISSIPPI MEDICAL CENTER- GRENADA,0015CTG5AGX4QGH,Y
250172,Tate County Hospital,0015CXZ21PBQ54A,Y
251300,S E LACKEY MEMORIAL HOSPITAL,0015CFG3Q10HY2V,Y
251302,MONROE REGIONAL HOSPITAL,0015CFG3Q10HY2V,Y
251304,TALLAHATCHIE GENERAL HOSPITAL-CAH,,No
251305,LAWRENCE COUNTY HOSPITAL CAH,,No
251307,NOXUBEE GENERAL CRITICAL ACCESS HOSP,,No
251308,PONTOTOC HEALTH SERVICE INC CAH,0015CRG0QJ69R7T,Y
251309,FIELD HEALTH SYSTEM,0015CFG3Q10HY2V,Y
251312,TYLER HOLMES MEMORIAL HOSPITAL CAH,0015C80E18RAW4X,Y
251313,BAPTIST MEDICAL CENTER-YAZOO,0015C5HKP92HQ7U,Y
251315,BAPTIST MEDICAL CENTER-LEAKE,0015C5HKP92HQ7U,Y
251316,OCHSNER WATKINS HOSPITAL,0015CVZ8NZE0N5M,Y
251317,SIMPSON GENERAL HOSPITAL CAH,,No
251318,NORTH SUNFLOWER MEDICAL CENTER CAH,,No
251319,HOLMES COUNTY HOSPITAL AND CLINICS,0015CTG5AGX4QGH,Y
251320,CLAIBORNE COUNTY HOSPITAL,0015CP587BP0W9H,Y
251322,OCHSNER LAIRD HOSPITAL,0015CVZ8NZE0N5M,Y
251323,OCHSNER SCOTT REGIONAL,0015CVZ8NZE0N5M,Y
251324,WALTHALL COUNTY GENERAL HOSPITAL CAH,0015CYT94LS81XV,Y
251325,COVINGTON COUNTY HOSPITAL CAH,,No
251326,JEFFERSON DAVIS COMMUNITY HOSPITAL CAH,0015CYT94LS81XV,Y
251327,COPIAH COUNTY MEDICAL CENTER,0015C9BQE79R6UR,No
251330,FRANKLIN COUNTY MEMORIAL HOSPITAL,0015CFG3Q10HY2V,Y
251331,BMH-CALHOUN,0015C5HKP92HQ7U,Y
251333,PEARL RIVER COUNTY HOSPITAL,0015CYT94LS81XV,Y
251334,CHOCTAW REGIONAL MEDICAL CENTER,0015CFG3Q10HY2V,Y
251335,OCHSNER STENNIS MEMORIAL HOSPITAL,0015CVZ8NZE0N5M,Y
251336,BAPTIST MEDICAL CENTER ATTALA,0015C5HKP92HQ7U,Y
251337,TIPPAH COUNTY HOSPITAL,0015CFG3Q10HY2V,No
251338,SHARKEY ISSAQUENA COMMUNITY HOSPITAL,,No
251339,QUITMAN COMMUNITY HOSPITAL,,No
260001,MERCY HOSPITAL JOPLIN,0015C4J0ZKW5KKJ,Y
260005,SSM ST JOSEPH HEALTH CENTER,0015CVV5PFX9JXM,Y
260006,MOSAIC LIFE CARE AT ST JOSEPH,0015C3GKN8P5MDL,Y
260009,BOTHWELL REGIONAL HEALTH CENTER,0015CWM0839WR27,Y
260011,SSM HEALTH ST. MARY'S HOSPITAL - JEFFERSON CITY,0015CVV5PFX9JXM,Y
260017,PHELPS COUNTY REGIONAL MEDICAL CENTER,0015CS3KXY9T5X3,Y
260020,MERCY HOSPITAL ST LOUIS,0015C4J0ZKW5KKJ,Y
260022,NORTHEAST REGIONAL MEDICAL CENTER,0015CR8535UDY24,Y
260023,MERCY HOSPITAL JEFFERSON,0015C4J0ZKW5KKJ,Y
260024,TEXAS COUNTY MEMORIAL HOSPITAL,0015CP587BP0W9H,Y
260025,HANNIBAL REGIONAL HOSPITAL,0015CW4VMW3NMY3,Y
260027,RESEARCH MEDICAL CENTER,0015C622YQ4JDC3,Y
260032,BARNES JEWISH HOSPITAL,0015CSR29YY8MT4,Y
260034,BATES COUNTY MEMORIAL HOSPITAL,0015CQK52LC975C,Y
260040,COX MEDICAL CENTERS,0015CB5ZTM2ZN0V,Y
260048,TRUMAN MEDICAL CENTER HOSPITAL HILL,0015C9CBD9EBR2A,Y
260050,MOSAIC MEDICAL CENTER - MARYVILLE,0015C3GKN8P5MDL,Y
260052,MERCY HOSPITAL WASHINGTON,0015C4J0ZKW5KKJ,Y
260057,CAMERON REGIONAL MEDICAL CENTER,0015CFG3Q10HY2V,Y
260059,MERCY HOSPITAL LEBANON,0015C4J0ZKW5KKJ,Y
260061,NEVADA REGIONAL MEDICAL CENTER,,No
260062,SAINT LUKES NORTH HOSPITAL,0015C5KH60XEZ5W,Y
260065,MERCY HOSPITAL SPRINGFIELD,0015C4J0ZKW5KKJ,Y
260068,BOONE HOSPITAL CENTER,0015CV1YEG2HU5S,Y
260070,PEMISCOT COUNTY MEMORIAL HOSPITAL,0015CXZ21PBQ54A,Y
260074,MOBERLY REGIONAL MEDICAL CENTER,0015CR8535UDY24,Y
260077,MERCY HOSPITAL SOUTH,0015C4J0ZKW5KKJ,Y
260078,OZARKS HEALTHCARE,0015CE5359JZ98B,Y
260081,SSM ST CLARE HEALTH CENTER,0015CVV5PFX9JXM,Y
260085,ST JOSEPH MEDICAL CENTER,0015C4H2WUK0S3A,Y
260091,SSM HEALTH ST MARY'S HOSPITAL - ST LOUIS,0015CVV5PFX9JXM,Y
260094,COX MEDICAL CENTER BRANSON,0015CB5ZTM2ZN0V,Y
260095,CENTERPOINT MEDICAL CENTER,0015C622YQ4JDC3,Y
260096,NORTH KANSAS CITY HOSPITAL,0015CJW3X1NJZ7Z,Y
260097,WESTERN MISSOURI MEDICAL CENTER,0015C3K3YJ2CSK4,Y
260102,UNIVERSITY HEALTH LAKEWOOD MEDICAL CENTER,0015C9CBD9EBR2A,Y
260104,SSM HEALTH DEPAUL HOSPITAL ST LOUIS,0015CVV5PFX9JXM,Y
260105,SSM HEALTH SAINT LOUIS UNIVERSITY HOSPITAL,0015CVV5PFX9JXM,Y
260108,MISSOURI BAPTIST MEDICAL CENTER,0015CSR29YY8MT4,Y
260110,MERCY HOSPITAL SOUTHEAST,,No
260113,MISSOURI DELTA MEDICAL CENTER,0015COA5JMG26QY,Y
260119,POPLAR BLUFF REGIONAL MEDICAL CENTER,0015C3GJM19MA37,Y
260137,FREEMAN HEALTH SYSTEM - FREEMAN WEST,0015CZJ4TP8YPK7,Y
260138,ST LUKES HOSPITAL OF KANSAS CITY,0015C5KH60XEZ5W,Y
260141,UNIVERSITY OF MISSOURI HEALTH CARE,0015CR57X8E35TY,Y
260142,FITZGIBBON HOSPITAL,0015C4DPR23A8VK,Y
260160,MERCY HOSPITAL STODDARD,0015CFG3Q10HY2V,Y
260162,BARNES-JEWISH WEST COUNTY HOSPITAL,0015CSR29YY8MT4,Y
260163,PARKLAND HEALTH CENTER,0015CSR29YY8MT4,Y
260175,GOLDEN VALLEY MEMORIAL HOSPITAL,0015CB7FDV610F5,Y
260176,ST LUKE'S DES PERES HOSPITAL,0015C730324XQN0,Y
260177,LIBERTY HOSPITAL,0015CW4VMW3NMY3,Y
260179,ST LUKES HOSPITAL,0015C730324XQN0,Y
260180,CHRISTIAN HOSPITAL NORTHEAST,0015CSR29YY8MT4,Y
260183,SAINT FRANCIS MEDICAL CENTER,0015C72L3UBY0KL,Y
260186,LAKE REGIONAL HEALTH SYSTEM,0015CJR3JNA05RM,Y
260190,LEE'S SUMMIT MEDICAL CENTER,0015C622YQ4JDC3,Y
260191,BARNES-JEWISH ST PETERS HOSPITAL,0015CSR29YY8MT4,Y
260193,ST MARY'S MEDICAL CENTER,0015C4H2WUK0S3A,Y
260195,CITIZENS MEMORIAL HOSPITAL,,No
260200,SSM ST JOSEPH HOSPITAL WEST,0015CVV5PFX9JXM,Y
260210,SOUTH CITY HOSPITAL,,No
260214,BELTON REGIONAL MEDICAL CENTER,0015C622YQ4JDC3,Y
260216,SAINT LUKE'S EAST  HOSPITAL,0015C5KH60XEZ5W,Y
260219,PROGRESS WEST HOSPITAL,0015CSR29YY8MT4,Y
261301,ELLETT MEMORIAL HOSPITAL,0015C47EGD92VSJ,No
261302,MADISON MEDICAL CENTER,0015CFG3Q10HY2V,Y
261303,COMMUNITY HOSPITAL ASSOCIATION,0015CP587BP0W9H,Y
261305,PUTNAM COUNTY MEMORIAL HOSPITAL,0015CFG3Q10HY2B,Y
261306,SULLIVAN COUNTY MEMORIAL HOSPITAL,,No
261307,PERSHING MEMORIAL HOSPITAL,0015C80E18RAW4X,Y
261308,WASHINGTON COUNTY MEMORIAL HOSPITAL,0015CFG3Q10HY2V,Y
261309,WRIGHT MEMORIAL HOSPITAL,0015C5KH60XEZ5W,Y
261310,SCOTLAND COUNTY  HOSPITAL,0015C1L7Q92AZY8,Y
261311,MERCY HOSPITAL PERRY,0015C4J0ZKW5KKJ,Y
261312,HARRISON COUNTY COMMUNITY HOSPITAL,0015CC8CLF71AFN,No
261313,MACON COUNTY SAMARITAN MEMORIAL HOSPITAL,0015CQZ3GL3N8TR,Y
261314,HERMANN AREA DISTRICT HOSPITAL,0015CTG6K0EW7TC,Y
261316,MERCY HOSPITAL AURORA,0015C4J0ZKW5KKJ,Y
261317,MERCY HOSPITAL - CASSVILLE,0015C4J0ZKW5KKJ,Y
261318,SALEM MEMORIAL DISTRICT HOSPITAL,0015CFG3Q10HY2V,Y
261319,MERCY HOSPITAL LINCOLN,0015C4J0ZKW5KKJ,Y
261320,LAFAYETTE REGIONAL HEALTH CENTER,0015CGT6L6MEQ2C,Y
261321,HEDRICK MEDICAL CENTER,0015C5KH60XEZ5W,Y
261322,EXCELSIOR SPRINGS HOSPITAL,0015C80E18RAW4X,Y
261323,CEDAR COUNTY MEMORIAL HOSPITAL,0015CAC2QP42A2Z,Y
261324,CASS REGIONAL MEDICAL CENTER,0015CJT1M7DYU22,No
261325,COX BARTON COUNTY HOSPITAL,0015CB5ZTM2ZN0V,Y
261327,RAY COUNTY MEMORIAL HOSPITAL,0015CFG3Q10HY2V,No
261328,MOSAIC MEDICAL CENTER ALBANY,0015C3GKN8P5MDL,Y
261329,COX MONETT HOSPITAL,0015CB5ZTM2ZN0V,Y
261330,STE GENEVIEVE COUNTY MEMORIAL HOSPITAL,0015C1L7Q92AZY8,Y
261331,FREEMAN NEOSHO HOSPITAL,0015CZJ4TP8YPK7,Y
261332,CARROLL COUNTY MEMORIAL HOSPITAL,0015CQA5JMG26QY,Y
261333,PIKE COUNTY MEMORIAL HOSPITAL,,No
261335,MERCY ST FRANCIS HOSPITAL,0015C4J0ZKW5KKJ,Y
261336,IRON COUNTY MEDICAL CENTER,0015CT0PPT32RH0,Y
261337,MISSOURI BAPTIST SULLIVAN HOSPITAL,0015CSR29YY8MT4,Y
261338,MERCY HOSPITAL CARTHAGE,0015C4J0ZKW5KKJ,Y
263301,ST LOUIS CHILDRENS HOSPITAL,,No
263302,THE CHILDREN'S MERCY HOSPITAL,,No
263303,RANKEN JORDAN PEDIATRIC BRIDGE HOSPITAL,,No
263304,SHRINERS HOSPITALS FOR CHILDREN,,No
270003,ST PETERS HEALTH,0015CWS8EUV6XHF,Y
270004,BILLINGS CLINIC,0015CG9EYN4SXX0,Y
270012,BENEFIS HOSPITALS INC,0015C2753P65N19,Y
270014,ST. PATRICK HOSPITAL,0015CCE123S5WK4,Y
270017,ST JAMES HOSPITAL,0015C0DCY0BK7AU,Y
270023,COMMUNITY MEDICAL CENTER,0015CP4NAF4ML2B,Y
270049,ST VINCENT HEALTHCARE,0015C0DCY0BK7AU,Y
270051,LOGAN HEALTH MEDICAL CENTER,0015C0DJJ55XD0U,Y
270057,BOZEMAN HEALTH DEACONESS HOSPITAL,0015CUE5T17SNJ9,Y
270074,P H S INDIAN HOSPITAL AT BROWNING - BLACKFEET,0015CWD0UCD0JJL,Y
270086,GREAT FALLS CLINIC HOSPITAL,0015C8HNN4WR9PR,Y
271300,POPLAR COMMUNITY HOSPITAL,0015CG9EYN4SXX0,Y
271301,FALLON MEDICAL COMPLEX HOSPITAL,0015CFG3Q10HY2V,No
271302,DAHL MEMORIAL HEALTHCARE ASSOCIATION INC,,No
271303,GRANITE COUNTY MEDICAL CENTER,0015CT0PPT32RH0,Y
271304,MISSOURI RIVER MEDICAL CENTER,0015CGN6DP8QY1W,No
271305,MCCONE COUNTY HEALTH CENTER,,No
271306,MOUNTAINVIEW MEDICAL CENTER,0015CH5DS4HFT97,No
271307,BENEFIS TETON MEDICAL CENTER,0015CGN6DP8QY1W,No
271308,ROOSEVELT MEDICAL CENTER,0015CT0PPT32RH0,No
271309,PRAIRIE COMMUNITY CAH,0015CT0PPT32RH0,Y
271310,GARFIELD COUNTY HEALTH CENTER,,No
271311,BIG SANDY MEDICAL CENTER,0015CFG3Q10HY2V,No
271312,PHILLIPS COUNTY HOSPITAL - CAH,,No
271313,PIONEER MEDICAL CENTER,0015CG9EYN4SXX0,Y
271314,DEER LODGE MEDICAL CENTER,0015CJU5X1C7HGD,Y
271315,P H S INDIAN HOSPITAL-FT BELKNAP AT HARLEM - CAH,,No
271316,FRANCES MAHON DEACONESS HOSPITAL,0015C9QX76NBY85,No
271317,LIVINGSTON HEALTHCARE,0015CG9EYN4SXX0,Y
271318,BARRETT HOSPITAL & HEALTHCARE,0015CB9V9W9YEM4,Y
271319,RUBY VALLEY MEDICAL CENTER,,No
271320,CABINET PEAKS MEDICAL CENTER,0015CE4YZR01UWW,Y
271321,WHEATLAND MEMORIAL HOSPITAL,0015CG9EYN4SXX0,Y
271322,SHERIDAN MEMORIAL HOSPTIAL,0015CG9EYN4SXX0,Y
271323,CLARK FORK VALLEY HOSPITAL,,No
271324,PONDERA MEDICAL CENTER,0015C207YWJ8RFL,Y
271325,ST LUKE COMMUNITY HOSPITAL,0015C9QX76NBY85,Y
271326,BEARTOOTH BILLINGS CLINIC,0015CG9EYN4SXX0,Y
271327,ROSEBUD HEALTH CARE CENTER,,No
271328,LOGAN HEALTH - SHELBY,0015CE4ZXJ0FKT5,Y
271329,MADISON VALLEY MEDICAL CENTER,0015C80E18RAW4X,Y
271330,STILLWATER BILLINGS CLINIC,0015CX4A8GNV85Z,Y
271331,MINERAL COMMUNITY HOSPITAL,,No
271332,GLENDIVE MEDICAL CENTER,0015CG9EYN4SXX0,Y
271333,BILLINGS CLINIC BROADWATER,0015CG9EYN4SXX0,Y
271334,LOGAN HEALTH - CHESTER,0015CHG9YXH7S72,Y
271335,COMMUNITY HOSPITAL OF ANACONDA,0015CQM6H3EBD83,Y
271336,LOGAN HEALTH - WHITEFISH,0015CE4ZXJ0FKT5,Y
271337,NORTHERN ROCKIES MEDICAL CENTER,0015CFG3Q10HY2V,Y
271338,BIG HORN HOSPITAL,0015CG9EYN4SXX0,Y
271339,P H S INDIAN HOSPITAL CROW / NORTHERN CHEYENNE,,No
271340,BITTERROOT HEALTH - DALY HOSPITAL,0015CDW1E3QHM64,Y
271341,TRINITY HOSPITAL,0015CG9EYN4SXX0,Y
271342,DANIELS MEMORIAL HOSPITAL,0015CG9EYN4SXX0,Y
271343,PROVIDENCE ST JOSEPH MEDICAL CENTER,0015CCE123S5WK4,Y
271344,SIDNEY HEALTH CENTER,0015CHL24QZ8GAF,Y
271345,CENTRAL MONTANA MEDICAL CENTER,0015CG9EYN4SXX0,Y
