facility_id,facility_name,address,city/town,state,zip_code,county/parish,cehrt_id,meets_criteria_for_promoting_interoperability_of_ehrs,start_date,end_date
330103,OLEAN GENERAL HOSPITAL,515 MAIN STREET,OLEAN,NY,14760,CATTARAUGUS,0015C62GA91HAE6,True,2023-01-01,2023-12-31
330104,NYACK HOSPITAL,160 NORTH MIDLAND AVENUE,NYACK,NY,10960,ROCKLAND,0015CWW3R9FPD02,True,2023-01-01,2023-12-31
330106,NORTH SHORE UNIVERSITY HOSPITAL,300 COMMUNITY DRIVE,MANHASSET,NY,11030,NASSAU,0015CAM1DM3EQM1,True,2023-01-01,2023-12-31
330107,PECONIC BAY MEDICAL CENTER,1 HEROS WAY,RIVERHEAD,NY,11901,SUFFOLK,0015CZW4T2ZP67K,True,2023-01-01,2023-12-31
330111,BERTRAND CHAFFEE HOSPITAL,224 EAST MAIN STREET,SPRINGVILLE,NY,14141,ERIE,0015C8CHE73ABS5,True,2023-01-01,2023-12-31
330115,ONEIDA HEALTH HOSPITAL,321 GENESEE STREET,ONEIDA,NY,13421,MADISON,0015CUN1JJ17KJX,True,2023-01-01,2023-12-31
330119,LENOX HILL HOSPITAL,100 EAST 77TH STREET,NEW YORK,NY,10075,NEW YORK,0015CAM1DM3EQM1,True,2023-01-01,2023-12-31
330125,ROCHESTER GENERAL HOSPITAL,1425 PORTLAND AVENUE,ROCHESTER,NY,14621,MONROE,0015CC3PXP1AKB3,True,2023-01-01,2023-12-31
330126,GARNET HEALTH MEDICAL CENTER,707 EAST MAIN STREET,MIDDLETOWN,NY,10940,ORANGE,0015C97XDZ8XB5U,True,2023-01-01,2023-12-31
330127,JACOBI MEDICAL CENTER,1400 PELHAM PARKWAY SOUTH,BRONX,NY,10461,BRONX,0015C1GXB9MLH3P,True,2023-01-01,2023-12-31
330128,ELMHURST HOSPITAL CENTER,79-01 BROADWAY,ELMHURST,NY,11373,QUEENS,0015C1GXB9MLH3P,True,2023-01-01,2023-12-31
330135,BON SECOURS COMMUNITY HOSPITAL,160 EAST MAIN STREET,PORT JERVIS,NY,12771,ORANGE,0015C5LFV335W0K,True,2023-01-01,2023-12-31
330136,BASSETT HEALTHCARE,ONE ATWELL ROAD,COOPERSTOWN,NY,13326,OTSEGO,0015C8LDJ9KA9Q3,True,2023-01-01,2023-12-31
330140,ST JOSEPH'S HOSPITAL HEALTH CENTER,301 PROSPECT AVENUE,SYRACUSE,NY,13203,ONONDAGA,0015C8XCN16R6V5,True,2023-01-01,2023-12-31
330141,LONG ISLAND COMMUNITY HOSPITAL,101 HOSPITAL ROAD,PATCHOGUE,NY,11772,SUFFOLK,0015CG0LCV85NKH,True,2023-01-01,2023-12-31
330144,IRA DAVENPORT MEMORIAL HOSPITAL,7571 STATE ROUTE 54,BATH,NY,14810,STEUBEN,,,2023-01-01,2023-12-31
330151,ST JAMES HOSPITAL,411 CANISTEO STREET,HORNELL,NY,14843,STEUBEN,0015CTC3XKY26KQ,True,2023-01-01,2023-12-31
330153,ELLIS HOSPITAL,1101 NOTT STREET,SCHENECTADY,NY,12308,SCHENECTADY,0015C86SGX62H31,True,2023-01-01,2023-12-31
330157,SAMARITAN MEDICAL CENTER,830 WASHINGTON STREET,WATERTOWN,NY,13601,JEFFERSON,0015CPA5YK9E5YR,True,2023-01-01,2023-12-31
330158,GOOD SAMARITAN HOSPITAL OF SUFFERN,255 LAFAYETTE AVENUE,SUFFERN,NY,10901,ROCKLAND,0015C5LFV335W0K,True,2023-01-01,2023-12-31
330160,STATEN ISLAND UNIVERSITY HOSPITAL,475 SEAVIEW AVENUE,STATEN ISLAND,NY,10305,RICHMOND,0015CAM1DM3EQM1,True,2023-01-01,2023-12-31
330162,NORTHERN WESTCHESTER HOSPITAL,400 EAST MAIN STREET,MOUNT KISCO,NY,10549,WESTCHESTER,0015CSA1PP1ZKH6,True,2023-01-01,2023-12-31
330164,HIGHLAND HOSPITAL,1000 SOUTH AVENUE,ROCHESTER,NY,14617,MONROE,0015CTC3XKY26KQ,True,2023-01-01,2023-12-31
330166,"WESTFIELD MEMORIAL HOSPITAL, INC",189 EAST MAIN STREET,WESTFIELD,NY,14787,CHAUTAUQUA,0015C8XCN16R6V5,True,2023-01-01,2023-12-31
330169,MOUNT SINAI BETH ISRAEL,281 1ST AVE,NEW YORK,NY,10003,NEW YORK,0015CDN5L8FET1F,True,2023-01-01,2023-12-31
330175,GUTHRIE CORTLAND REGIONAL MEDICAL CENTER,134 HOMER AVENUE,CORTLAND,NY,13045,CORTLAND,0015CS2TT1R8X1C,True,2023-01-01,2023-12-31
330180,"SAMARITAN HOSPITAL OF TROY, NEW YORK",2215 BURDETT AVENUE,TROY,NY,12180,RENSSELAER,0015C8XCN16R6V5,True,2023-01-01,2023-12-31
330181,NORTHWELL HOSPITAL GLEN COVE,101 ST ANDREWS LANE,GLEN COVE,NY,11542,NASSAU,0015CAM1DM3EQM1,True,2023-01-01,2023-12-31
330182,ST FRANCIS HOSPITAL - THE HEART CENTER,100 PORT WASHINGTON BOULEVARD,ROSLYN,NY,11576,NASSAU,0015CH8SQ44HUM8,True,2023-01-01,2023-12-31
330184,MONTEFIORE NEW ROCHELLE HOSPITAL,16 GUION PLACE,NEW ROCHELLE,NY,10802,WESTCHESTER,0015CW4VMW3NMY3,True,2023-01-01,2023-12-31
330185,JOHN T MATHER MEMORIAL HOSPITAL  OF PORT JEFFERSON,75 NORTH COUNTRY ROAD,PORT JEFFERSON,NY,11777,SUFFOLK,0015CPD4WGU631G,True,2023-01-01,2023-12-31
330188,MOUNT ST. MARY'S HOSPITAL & HEALTH CENTER,5300 MILITARY ROAD,LEWISTON,NY,14092,NIAGARA,0015CD44ZFB3ZJS,True,2023-01-01,2023-12-31
330191,GLENS FALLS HOSPITAL,100 PARK STREET,GLENS FALLS,NY,12801,WARREN,0015CXN27ZL860U,True,2023-01-01,2023-12-31
330193,FLUSHING HOSPITAL MEDICAL CENTER,45TH AVENUE AND PARSONS BOULEVARD,FLUSHING,NY,11355,QUEENS,0015CEJ6SKS1X8R,True,2023-01-01,2023-12-31
330194,MAIMONIDES MEDICAL CENTER,4802 TENTH AVENUE,BROOKLYN,NY,11219,KINGS,0015CW4VMW3NMY3,True,2023-01-01,2023-12-31
330195,LONG ISLAND JEWISH MEDICAL CENTER,270 - 05 76TH AVENUE,NEW HYDE PARK,NY,11040,NASSAU,0015CAM1DM3EQM1,True,2023-01-01,2023-12-31
330196,SOUTH BROOKLYN HEALTH,2601 OCEAN PARKWAY,BROOKLYN,NY,11235,KINGS,0015C1GXB9MLH3P,True,2023-01-01,2023-12-31
330197,CANTON-POTSDAM HOSPITAL,50 LEROY STREET,POTSDAM,NY,13676,ST. LAWRENCE,0015CC3PXP1AKB3,True,2023-01-01,2023-12-31
330198,MOUNT SINAI SOUTH NASSAU,ONE HEALTHY WAY,OCEANSIDE,NY,11572,NASSAU,0015CW4VMW3NMY3,True,2023-01-01,2023-12-31
330199,METROPOLITAN HOSPITAL CENTER,1901 FIRST AVENUE,NEW YORK,NY,10029,NEW YORK,0015C1GXB9MLH3P,True,2023-01-01,2023-12-31
330202,KINGS COUNTY HOSPITAL CENTER,451 CLARKSON AVENUE,BROOKLYN,NY,11203,KINGS,0015C1GXB9MLH3P,True,2023-01-01,2023-12-31
330203,CROUSE HOSPITAL,736 IRVING AVENUE,SYRACUSE,NY,13210,ONONDAGA,0015C7EW0D1RHA2,True,2023-01-01,2023-12-31
330204,BELLEVUE HOSPITAL CENTER,462 FIRST AVENUE,NEW YORK,NY,10016,NEW YORK,0015C1GXB9MLH3P,True,2023-01-01,2023-12-31
330205,ST ANTHONY COMMUNITY HOSPITAL,15 MAPLE AVENUE -19,WARWICK,NY,10990,ORANGE,0015C5LFV335W0K,True,2023-01-01,2023-12-31
330208,ST JOHN'S RIVERSIDE HOSPITAL,976 NORTH BROADWAY,YONKERS,NY,10701,WESTCHESTER,0015C5W0RM8Y9K0,True,2023-01-01,2023-12-31
330211,CLAXTON-HEPBURN MEDICAL CENTER,214 KING STREET,OGDENSBURG,NY,13669,ST. LAWRENCE,,,2023-01-01,2023-12-31
330214,NYU LANGONE HOSPITALS,550 FIRST AVENUE,NEW YORK,NY,10016,NEW YORK,0015CG0LCV85NKH,True,2023-01-01,2023-12-31
330215,"ROME MEMORIAL HOSPITAL, INC",1500 NORTH JAMES STREET,ROME,NY,13440,ONEIDA,0015CQZ3GL3N8TR,True,2023-01-01,2023-12-31
330218,OSWEGO HOSPITAL,110 WEST SIXTH STREET,OSWEGO,NY,13069,OSWEGO,0015CW5JJ1P502U,True,2023-01-01,2023-12-31
330219,ERIE COUNTY MEDICAL CENTER,462 GRIDER STREET,BUFFALO,NY,14215,ERIE,0015C78PU49GB17,True,2023-01-01,2023-12-31
330221,WYCKOFF HEIGHTS MEDICAL CENTER,374 STOCKHOLM STREET,BROOKLYN,NY,11237,KINGS,0015CF2C9MW8EHH,True,2023-01-01,2023-12-31
330222,SARATOGA HOSPITAL,211 CHURCH STREET,SARATOGA SPRINGS,NY,12866,SARATOGA,0015CQ82R7P6Q5A,True,2023-01-01,2023-12-31
330224,HEALTHALLIANCE HOSPITAL MARYS AVENUE CAMPUS,105 MARY'S AVENUE,KINGSTON,NY,12401,ULSTER,0015CK3MKQ1BP7X,True,2023-01-01,2023-12-31
330226,UNITY HOSPITAL,1555 LONG POND ROAD,ROCHESTER,NY,14626,MONROE,0015CC3PXP1AKB3,True,2023-01-01,2023-12-31
330229,"BROOKS-TLC HOSPITAL SYSTEM, INC",529 CENTRAL AVENUE,DUNKIRK,NY,14048,CHAUTAUQUA,0015C62GA91HAE6,True,2023-01-01,2023-12-31
330231,QUEENS HOSPITAL CENTER,82-68 164TH STREET,JAMAICA,NY,11432,QUEENS,0015C1GXB9MLH3P,True,2023-01-01,2023-12-31
330233,BROOKDALE HOSPITAL MEDICAL CENTER,1 BROOKDALE PLAZA,BROOKLYN,NY,11212,KINGS,0015CAL2TM5S53B,True,2023-01-01,2023-12-31
330234,WESTCHESTER MEDICAL CENTER,100 WOODS RD,VALHALLA,NY,10595,WESTCHESTER,0015C46MRE34QH2,True,2023-01-01,2023-12-31
330235,AUBURN  COMMUNITY  HOSPITAL,17 LANSING STREET,AUBURN,NY,13021,CAYUGA,,,2023-01-01,2023-12-31
330238,NICHOLAS H NOYES MEMORIAL HOSPITAL,111  CLARA BARTON STREET,DANSVILLE,NY,14437,LIVINGSTON,0015CTC3XKY26KQ,True,2023-01-01,2023-12-31
330239,UPMC CHAUTAUQUA AT WCA,207 FOOTE AVENUE,JAMESTOWN,NY,14701,CHAUTAUQUA,0015C4F9W7075HE,True,2023-01-01,2023-12-31
330240,HARLEM HOSPITAL CENTER,506 LENOX AVENUE,NEW YORK,NY,10037,NEW YORK,0015C1GXB9MLH3P,True,2023-01-01,2023-12-31
330241,UNIVERSITY HOSPITAL S U N Y HEALTH SCIENCE CENTER,750 EAST ADAMS STREET,SYRACUSE,NY,13210,ONONDAGA,0015C8XCN16R6V5,True,2023-01-01,2023-12-31
330246,ST CHARLES HOSPITAL,200 BELLE TERRE ROAD,PORT JEFFERSON,NY,11777,SUFFOLK,0015CH8SQ44HUM8,True,2023-01-01,2023-12-31
330250,CHAMPLAIN VALLEY PHYSICIANS HOSPITAL MEDICAL CTR,75 BEEKMAN STREET,PLATTSBURGH,NY,12901,CLINTON,0015CS71BZT400W,True,2023-01-01,2023-12-31
330259,MERCY MEDICAL CENTER,1000 NORTH VILLAGE AVENUE,ROCKVILLE CENTRE,NY,11571,NASSAU,0015CH8SQ44HUM8,True,2023-01-01,2023-12-31
330261,PHELPS HOSPITAL,701 NORTH BROADWAY,SLEEPY HOLLOW,NY,10591,WESTCHESTER,0015C0SN07LAQ3M,True,2023-01-01,2023-12-31
330264,ST LUKE'S CORNWALL HOSPITAL,70 DUBOIS STREET,NEWBURGH,NY,12550,ORANGE,0015CWW3R9FPD02,True,2023-01-01,2023-12-31
330265,CLIFTON SPRINGS HOSPITAL AND CLINIC,2 COULTER ROAD,CLIFTON SPRINGS,NY,14432,ONTARIO,0015CC3PXP1AKB3,True,2023-01-01,2023-12-31
330267,HUDSON VALLEY HOSPITAL CENTER,1980 CROMPOND ROAD,CORTLANDT MANOR,NY,10567,WESTCHESTER,0015CFS6WE7U6MN,True,2023-01-01,2023-12-31
330270,HOSPITAL FOR SPECIAL SURGERY,535 EAST 70TH STREET,NEW YORK,NY,10021,NEW YORK,0015C124KR0SNP1,True,2023-01-01,2023-12-31
330273,PUTNAM HOSPITAL CENTER,670 STONELEIGH AVENUE,CARMEL,NY,10512,PUTNAM,0015CF6CR28MVL0,True,2023-01-01,2023-12-31
330276,NATHAN LITTAUER HOSPITAL,99 EAST STATE STREET,GLOVERSVILLE,NY,12078,FULTON,0015CB5W0LAM5FC,True,2023-01-01,2023-12-31
330277,CORNING HOSPITAL,1 GUTHRIE DRIVE,CORNING,NY,14830,STEUBEN,0015CS2TT1R8X1C,True,2023-01-01,2023-12-31
330279,MERCY HOSPITAL OF BUFFALO,565 ABBOTT ROAD,BUFFALO,NY,14220,ERIE,0015CD44ZFB3ZJS,True,2023-01-01,2023-12-31
330285,STRONG MEMORIAL HOSPITAL,601 ELMWOOD AVE,ROCHESTER,NY,14642,MONROE,0015CTC3XKY26KQ,True,2023-01-01,2023-12-31
330286,GOOD SAMARITAN HOSPITAL MEDICAL CENTER,1000 MONTAUK HIGHWAY,WEST ISLIP,NY,11795,SUFFOLK,0015CH8SQ44HUM8,True,2023-01-01,2023-12-31
330304,WHITE PLAINS HOSPITAL CENTER,41 EAST POST R0AD,WHITE PLAINS,NY,10601,WESTCHESTER,0015CWW3R9FPD02,True,2023-01-01,2023-12-31
330307,CAYUGA MEDICAL CENTER AT ITHACA,101 DATES DRIVE,ITHACA,NY,14850,TOMPKINS,0015CMH20AVM5SA,True,2023-01-01,2023-12-31
330331,PLAINVIEW HOSPITAL,888 OLD COUNTRY ROAD,PLAINVIEW,NY,11803,NASSAU,0015CAM1DM3EQM1,True,2023-01-01,2023-12-31
330332,CHSLI ST JOSEPH HOSPITAL,4295 HEMPSTEAD TURNPIKE,BETHPAGE,NY,11714,NASSAU,0015CH8SQ44HUM8,True,2023-01-01,2023-12-31
330350,SUNY/DOWNSTATE UNIVERSITY HOSPITAL OF BROOKLYN,445 LENOX ROAD,BROOKLYN,NY,11203,KINGS,0015CRN3YQR9GB4,True,2023-01-01,2023-12-31
330386,GARNET HEALTH  MEDICAL CENTER CATSKILLS,"68 HARRIS BUSHVILLE ROAD, P O BOX 800",HARRIS,NY,12742,SULLIVAN,0015C97XDZ8XB5U,True,2023-01-01,2023-12-31
330393,SUNY/STONY BROOK UNIVERSITY HOSPITAL,HEALTH SCIENCES CENTER SUNY,STONY BROOK,NY,11794,SUFFOLK,0015C2CGN7RQ97J,True,2023-01-01,2023-12-31
330394,"UNITED HEALTH SERVICES HOSPITALS, INC",10-42 MITCHELL AVENUE,BINGHAMTON,NY,13903,BROOME,0015C31M1955R0M,True,2023-01-01,2023-12-31
330395,ST JOHN'S EPISCOPAL HOSPITAL AT SOUTH SHORE,327 BEACH 19TH STREET,FAR ROCKAWAY,NY,11691,QUEENS,0015CY0XCD9NEU1,True,2023-01-01,2023-12-31
330396,WOODHULL MEDICAL & MENTAL HEALTH CENTER,760 BROADWAY,BROOKLYN,NY,11206,KINGS,0015C1GXB9MLH3P,True,2023-01-01,2023-12-31
330399,ST BARNABAS HOSPITAL,4422 THIRD AVENUE,BRONX,NY,10457,BRONX,,,2023-01-01,2023-12-31
330401,ST CATHERINE OF SIENA HOSPITAL MEDICAL CENTER,50 ROUTE 25A,SMITHTOWN,NY,11787,SUFFOLK,0015CH8SQ44HUM8,True,2023-01-01,2023-12-31
330405,HELEN HAYES HOSPITAL,51 NORTH ROUTE 9W,WEST HAVERSTRAW,NY,10993,ROCKLAND,,,2023-01-01,2023-12-31
330406,SUNNYVIEW HOSPITAL AND REHABILITATION CENTER,1270 BELMONT AVENUE,SCHENECTADY,NY,12308,SCHENECTADY,0015C8XCN16R6V5,True,2023-01-01,2023-12-31
330411,UNITY SPECIALTY HOSPITAL,89 GENESEE STREET,ROCHESTER,NY,14611,MONROE,,,2023-01-01,2023-12-31
331301,"CUBA MEMORIAL HOSPITAL, INC",140 WEST MAIN STREET,CUBA,NY,14727,ALLEGANY,0015C62GA91HAE6,True,2023-01-01,2023-12-31
331302,ELIZABETHTOWN COMMUNITY HOSPITAL,75 PARK STREET,ELIZABETHTOWN,NY,12932,ESSEX,0015CS71BZT400W,True,2023-01-01,2023-12-31
331303,GARNET HEALTH MEDICAL CENTER CATSKILLS,8081 STATE ROUTE 97,CALLICOON,NY,12723,SULLIVAN,0015C97XDZ8XB5U,True,2023-01-01,2023-12-31
331304,MARGARETVILLE MEMORIAL HOSPITAL,42084 STATE HIGHWAY 28,MARGARETVILLE,NY,12455,DELAWARE,0015CK3MKQ1BP7X,True,2023-01-01,2023-12-31
331305,O'CONNOR HOSPITAL,460 ANDES ROAD,DELHI,NY,13753,DELAWARE,0015C8LDJ9KA9Q3,True,2023-01-01,2023-12-31
331307,CLIFTON-FINE HOSPITAL,1014 OSWEGATCHIE TRAIL,STAR LAKE,NY,13690,ST. LAWRENCE,0015C7URE9RTG1U,,2023-01-01,2023-12-31
331309,RIVER HOSPITAL CLINICS,4 FULLER STREET,ALEXANDRIA BAY,NY,13607,JEFFERSON,,,2023-01-01,2023-12-31
331310,ELLENVILLE REGIONAL HOSPITAL,10 HEALTHY WAY,ELLENVILLE,NY,12428,ULSTER,0015CT0PPT32RH0,True,2023-01-01,2023-12-31
331311,LITTLE FALLS HOSPITAL,140 BURWELL STREET,LITTLE FALLS,NY,13365,HERKIMER,0015C8LDJ9KA9Q3,True,2023-01-01,2023-12-31
331312,"DELAWARE VALLEY HOSPITAL, INC",1 TITUS PLACE,WALTON,NY,13856,DELAWARE,0015C31M1955R0M,True,2023-01-01,2023-12-31
331313,SCHUYLER HOSPITAL,220 STEUBEN STREET,MONTOUR FALLS,NY,14865,SCHUYLER,,,2023-01-01,2023-12-31
331314,SOLDIERS AND SAILORS MEMORIAL HOSPITAL OF YATES,418 NORTH MAIN STREET,PENN YAN,NY,14527,YATES,0015CBY5N22KUK7,True,2023-01-01,2023-12-31
331315,GOUVERNEUR HOSPITAL,77 WEST BARNEY STREET,GOUVERNEUR,NY,13642,ST. LAWRENCE,0015CC3PXP1AKB3,True,2023-01-01,2023-12-31
331316,"COMMUNITY MEMORIAL HOSPITAL, INC",150 BROAD STREET,HAMILTON,NY,13346,MADISON,0015C30NFU1QU7A,True,2023-01-01,2023-12-31
331317,LEWIS COUNTY GENERAL HOSPITAL,7785 NORTH STATE STREET,LOWVILLE,NY,13367,LEWIS,0015CH28495FXS6,True,2023-01-01,2023-12-31
331318,"CARTHAGE AREA HOSPITAL, INC",1001 WEST STREET,CARTHAGE,NY,13619,JEFFERSON,0015CFG3Q10HY2V,True,2023-01-01,2023-12-31
331319,MEDINA MEMORIAL HOSPITAL,200 OHIO STREET,MEDINA,NY,14103,ORLEANS,0015CP587BP0W9H,,2023-01-01,2023-12-31
331320,COBLESKILL REGIONAL HOSPITAL,178 GRANDVIEW DRIVE,COBLESKILL,NY,12043,SCHOHARIE,0015C8LDJ9KA9Q3,True,2023-01-01,2023-12-31
331321,THE UNIVERSITY OF VERMONT HEALTH NETWORK-ALICE HY,"133 PARK STREET, PO BOX 729",MALONE,NY,12953,FRANKLIN,0015CS71BZT400W,,2023-01-01,2023-12-31
331322,"SLHS MASSENA, INC",1 HOSPITAL DRIVE,MASSENA,NY,13662,ST. LAWRENCE,,,2023-01-01,2023-12-31
331323,WYOMING COUNTY,400 NORTH MAIN STREET,WARSAW,NY,14569,WYOMING,,,2023-01-01,2023-12-31
333301,BLYTHEDALE CHILDREN'S HOSPITAL,95 BRADHURST AVENUE,VALHALLA,NY,10595,WESTCHESTER,,,2023-01-01,2023-12-31
340001,CAROLINAS MEDICAL CENTER-NORTHEAST,920 CHURCH ST N,CONCORD,NC,28025,CABARRUS,0015C4H2WUK0S3A,True,2023-01-01,2023-12-31
340002,MEMORIAL MISSION HOSPITAL AND ASHEVILLE SURGERY CE,509 BILTMORE AVE,ASHEVILLE,NC,28801,BUNCOMBE,0015CSA3T2VWB3S,True,2023-01-01,2023-12-31
340003,NORTHERN REGIONAL HOSPITAL,830 ROCKFORD ST,MOUNT AIRY,NC,27030,SURRY,0015C2PAT0P5QHC,True,2023-01-01,2023-12-31
340004,HIGH POINT REGIONAL HEALTH SYSTEM,601 N ELM ST,HIGH POINT,NC,27261,GUILFORD,0015C257B7545Y1,True,2023-01-01,2023-12-31
340008,SCOTLAND MEMORIAL HOSPITAL,500 LAUCHWOOD DR,LAURINBURG,NC,28352,SCOTLAND,0015CWA0BT2W1VP,True,2023-01-01,2023-12-31
340010,UNC HEALTH CARE WAYNE,2700 WAYNE MEMORIAL DR,GOLDSBORO,NC,27534,WAYNE,0015C4J0ZKW5KKJ,True,2023-01-01,2023-12-31
340013,RUTHERFORD REGIONAL MEDICAL CENTER,288 SOUTH RIDGECREST AVE,RUTHERFORDTON,NC,28139,RUTHERFORD,0015C0B8Z57B259,True,2023-01-01,2023-12-31
340014,NOVANT HEALTH FORSYTH MEDICAL CENTER,3333 SILAS CREEK PARKWAY,WINSTON-SALEM,NC,27103,FORSYTH,0015CWW3R9FPD02,True,2023-01-01,2023-12-31
340015,NOVANT HEALTH ROWAN MEDICAL CENTER,612 MOCKSVILLE AVE,SALISBURY,NC,28144,ROWAN,0015CWW3R9FPD02,True,2023-01-01,2023-12-31
340016,HARRIS REGIONAL HOSPITAL,68 HOSPITAL RD,SYLVA,NC,28779,JACKSON,0015C0UNC8R9VFR,True,2023-01-01,2023-12-31
340017,PARDEE HOSPITAL HENDERSON COUNTY,800 N JUSTICE ST,HENDERSONVILLE,NC,28791,HENDERSON,0015C4J0ZKW5KKJ,True,2023-01-01,2023-12-31
340020,CENTRAL CAROLINA HOSPITAL,1135 CARTHAGE ST,SANFORD,NC,27330,LEE,0015CJD3G2F3YGA,True,2023-01-01,2023-12-31
340021,ATRIUM HEALTH CLEVELAND,201 E GROVER ST,SHELBY,NC,28150,CLEVELAND,0015C4H2WUK0S3A,True,2023-01-01,2023-12-31
340023,ADVENTHEALTH HENDERSONVILLE,100 HOSPITAL DRIVE,HENDERSONVILLE,NC,28792,HENDERSON,0015CFG9KA7DWS7,True,2023-01-01,2023-12-31
340024,SAMPSON REGIONAL MEDICAL CENTER,607 BEAMAN ST,CLINTON,NC,28328,SAMPSON,0015CLm3fer4at1,True,2023-01-01,2023-12-31
340027,UNC LENOIR HEALTH CARE,100 AIRPORT RD,KINSTON,NC,28501,LENOIR,0015C4J0ZKW5KKJ,True,2023-01-01,2023-12-31
340028,CAPE FEAR VALLEY MEDICAL CENTER,1638 OWEN DRIVE P O BOX 2000,FAYETTEVILLE,NC,28302,CUMBERLAND,0015CWW3R9FPD02,True,2023-01-01,2023-12-31
340030,DUKE UNIVERSITY HOSPITAL,2301  ERWIN RD,DURHAM,NC,27705,DURHAM,0015CD44ZFB3ZJS,True,2023-01-01,2023-12-31
340032,CAROMONT REGIONAL MEDICAL CENTER,2525 COURT DR,GASTONIA,NC,28052,GASTON,0015CAL43NCA8Y7,True,2023-01-01,2023-12-31
340039,IREDELL MEMORIAL HOSPITAL INC,557 BROOKDALE DR,STATESVILLE,NC,28677,IREDELL,0015C80E18RAW4X,True,2023-01-01,2023-12-31
340040,ECU HEALTH MEDICAL CENTER,2100 STANTONSBURG RD,GREENVILLE,NC,27834,PITT,0015C92F81YS48A,True,2023-01-01,2023-12-31
340041,CALDWELL MEMORIAL HOSPITAL,321 MULBERRY ST SW,LENOIR,NC,28645,CALDWELL,0015C4J0ZKW5KKJ,True,2023-01-01,2023-12-31
340042,ONSLOW MEMORIAL HOSPITAL,317 WESTERN BOULEVARD,JACKSONVILLE,NC,28546,ONSLOW,0015C2PAT0P5QHC,True,2023-01-01,2023-12-31
340047,NORTH CAROLINA BAPTIST HOSPITAL,MEDICAL CENTER BOULEVARD,WINSTON-SALEM,NC,27157,FORSYTH,0015C257B7545Y1,True,2023-01-01,2023-12-31
340049,NORTH CAROLINA SPECIALTY HOSPITAL,3916 BEN FRANKLIN BOULEVARD,DURHAM,NC,27704,DURHAM,0015CXX8NDM931Q,True,2023-01-01,2023-12-31
340050,SOUTHEASTERN REGIONAL MEDICAL CENTER,300 W 27 ST  PO BOX 1408,LUMBERTON,NC,28359,ROBESON,0015C4J0ZKW5KKJ,True,2023-01-01,2023-12-31
340051,WATAUGA MEDICAL CENTER,336 DEERFIELD ROAD,BOONE,NC,28607,WATAUGA,0015C5HKP92HQ7U,True,2023-01-01,2023-12-31
340053,NOVANT HEALTH PRESBYTERIAN MEDICAL CENTER,200 HAWTHORNE LANE BOX 33549,CHARLOTTE,NC,28233,MECKLENBURG,0015CWW3R9FPD02,True,2023-01-01,2023-12-31
340060,UNC ROCKINGHAM,117 E KINGS HIGHWAY,EDEN,NC,27288,ROCKINGHAM,0015C4J0ZKW5KKJ,True,2023-01-01,2023-12-31
340061,UNC HOSPITALS,101 MANNING DRIVE,CHAPEL HILL,NC,27514,ORANGE,0015C4J0ZKW5KKJ,True,2023-01-01,2023-12-31
340064,WILKES REGIONAL MEDICAL CENTER,1370 WEST D ST,NORTH WILKESBORO,NC,28659,WILKES,0015C257B7545Y1,True,2023-01-01,2023-12-31
340068,COLUMBUS REGIONAL HEALTHCARE SYSTEM,500 JEFFERSON ST,WHITEVILLE,NC,28472,COLUMBUS,0015CNW83XEZ7SX,True,2023-01-01,2023-12-31
340069,"WAKEMED, RALEIGH CAMPUS",3000 NEW BERN AVE,RALEIGH,NC,27610,WAKE,0015CUT26KMP0YR,True,2023-01-01,2023-12-31
340070,ALAMANCE REGIONAL MEDICAL CENTER,1240 HUFFMAN MILL RD,BURLINGTON,NC,27216,ALAMANCE,0015CQD6PDS8Y3T,True,2023-01-01,2023-12-31
340071,BETSY JOHNSON REGIONAL HOSPITAL,800 TILGHMAN DR,DUNN,NC,28334,HARNETT,0015CWW3R9FPD02,True,2023-01-01,2023-12-31
340073,DUKE HEALTH RALEIGH HOSPITAL,3400 WAKE FOREST RD,RALEIGH,NC,27609,WAKE,0015CD44ZFB3ZJS,True,2023-01-01,2023-12-31
340075,"BLUE RIDGE HEALTHCARE HOSPITALS, INC",2201 S STERLING ST,MORGANTON,NC,28655,BURKE,0015C4J0ZKW5KKJ,True,2023-01-01,2023-12-31
340084,ATRIUM HEALTH ANSON,2301 US HIGHWAY 74 WEST,WADESBORO,NC,28170,ANSON,0015C4H2WUK0S3A,True,2023-01-01,2023-12-31
340085,NOVANT HEALTH THOMASVILLE MEDICAL CENTER,207 OLD LEXINGTON RD BOX 789,THOMASVILLE,NC,27360,DAVIDSON,0015CWW3R9FPD02,True,2023-01-01,2023-12-31
340087,THE MCDOWELL HOSPITAL,430 RANKIN DRIVE P O BOX 730,MARION,NC,28752,MC DOWELL,0015CSA3T2VWB3S,True,2023-01-01,2023-12-31
340090,JOHNSTON HEALTH,509 BRIGHT LEAF BLVD,SMITHFIELD,NC,27577,JOHNSTON,0015C4J0ZKW5KKJ,True,2023-01-01,2023-12-31
340091,"MOSES H. CONE MEMORIAL HOSPITAL, THE",1200 N ELM ST,GREENSBORO,NC,27401,GUILFORD,0015CQD6PDS8Y3T,True,2023-01-01,2023-12-31
340096,LEXINGTON MEMORIAL HOSPITAL INC,250 HOSPITAL DRIVE PO BOX 1817,LEXINGTON,NC,27293,DAVIDSON,0015C257B7545Y1,True,2023-01-01,2023-12-31
